playerNr;period;nAnimals;animalName;treatment;firstEstimate;secondEstimate;p1;p2;p3;meanP;varP;skewP;age;gender;SocInfo
26;1;93;ant;1;50;55;60;0;0;0;0;0;;;0.5
26;2;78;bee;1;46;50;55;;;;;;;;0.444444444
26;3;59;flamingo;1;50;55;60;;;;;;;;0.5
26;4;74;crane;1;65;71;78;;;;;;;;0.461538462
26;5;69;cricket;1;35;39;42;;;;;;;;0.571428571
26;6;60;ant;7;56;65;57;67;77;67;100;0;;;0.818181818
26;7;77;bee;7;50;57;54;55;72;60.333;102.333;0.381;;;0.677441208
26;8;93;flamingo;7;59;68;68;70;74;70.667;9.333;0.208;;;0.771406531
26;9;85;crane;7;41;59;52;67;68;62.333;80.333;-0.38;;;0.843763184
26;10;58;cricket;7;56;66;58;74;75;69;91;-0.38;;;0.769230769
26;11;98;ant;6;51;56;55;56;59;56.667;4.333;0.287;;;0.882301041
26;12;77;bee;5;60;68;65;67;83;71.667;97.333;0.367;;;0.685694694
26;13;98;flamingo;5;68;77;75;77;93;81.667;97.333;0.367;;;0.658520524
26;14;85;crane;6;72;72;45;86;92;74.333;654.333;-0.361;;;0
26;15;84;cricket;6;63;52;39;43;54;45.333;60.333;0.273;;;0.622629762
26;16;60;ant;3;46;50;47;57;67;57;100;0;;;0.363636364
26;17;98;bee;6;72;72;63;68;113;81.333;758.333;0.371;;;0
26;18;50;flamingo;6;49;49;12;51;51;38;507;-0.385;;;0
26;19;62;crane;6;52;57;45;67;91;67.667;529.333;0.029;;;0.319142146
26;20;71;cricket;5;55;60;60;61;78;66.333;102.333;0.381;;;0.441189447
26;21;88;ant;4;70;76;73;89;91;84.333;97.333;-0.367;;;0.418614386
26;22;59;bee;2;58;65;67;69;73;69.667;9.333;0.208;;;0.599982858
26;23;93;flamingo;2;80;90;93;97;98;96;7;-0.324;;;0.625
26;24;99;crane;5;94;103;107;108;125;113.333;102.333;0.381;;;0.465525268
26;25;58;cricket;4;55;65;56;72;74;67.333;97.333;-0.367;;;0.810832725
26;26;79;ant;5;68;72;73;77;92;80.667;100.333;0.317;;;0.315781164
26;27;50;bee;4;64;59;44;46;62;50.667;97.333;0.367;;;0.375009375
26;28;69;flamingo;6;68;70;61;72;96;76.333;320.333;0.228;;;0.2400096
26;29;52;crane;4;70;65;50;51;68;56.333;102.333;0.381;;;0.365844735
26;30;97;cricket;6;75;84;81;95;133;103;724;0.271;;;0.321428571
26;31;71;ant;2;67;75;77;78;82;79;7;0.324;;;0.666666667
26;32;97;bee;6;89;86;24;79;84;62.333;1.108.333;-0.375;;;0.112498594
26;33;89;flamingo;3;83;92;89;99;109;99;100;0;;;0.5625
26;34;93;crane;3;86;96;95;105;115;105;100;0;;;0.526315789
26;35;58;cricket;2;63;59;48;49;54;50.333;10.333;0.343;;;0.315781164
26;36;53;ant;6;55;56;33;36;60;43;219;0.367;;;-0.083333333
26;37;80;bee;3;86;82;59;69;79;69;100;0;;;0.235294118
26;38;58;flamingo;4;76;73;53;55;71;59.667;97.333;0.367;;;0.183677218
26;39;86;crane;2;103;90;79;83;85;82.333;9.333;-0.208;;;0.629022113
26;40;70;cricket;3;65;70;67;77;87;77;100;0;35;1;0.416666667
27;1;98;ant;6;45;55;32;66;116;71.333;1.785.333;0.124;;;0.379751642
27;2;77;bee;5;60;70;65;67;83;71.667;97.333;0.367;;;0.857118368
27;3;98;flamingo;5;81;90;91;92;109;97.333;102.333;0.381;;;0.551031654
27;4;85;crane;6;90;90;66;86;121;91;775;0.174;;;0
27;5;84;cricket;6;60;55;39;42;74;51.667;376.333;0.375;;;0.600024001
27;6;60;ant;3;55;56;56;66;76;66;100;0;;;0.090909091
27;7;98;bee;6;82;75;62;94;113;89.667;664.333;-0.163;;;-0.913003782
27;8;50;flamingo;6;55;47;36;58;87;60.333;654.333;0.09;;;-1.500.093.756
27;9;62;crane;6;64;60;41;51;59;50.333;81.333;-0.074;;;0.292675788
27;10;71;cricket;5;62;68;67;70;86;74.333;104.333;0.348;;;0.486499635
27;11;88;ant;4;65;68;66;83;84;77.667;102.333;-0.381;;;0.236835873
27;12;59;bee;2;60;52;45;48;51;48;9;0;;;0.666666667
27;13;93;flamingo;2;70;71;81;84;87;84;9;0;;;0.071428571
27;14;99;crane;5;71;74;79;80;97;85.333;102.333;0.381;;;0.209307193
27;15;58;cricket;4;53;50;54;70;72;65.333;97.333;-0.367;;;-0.243249818
27;16;79;ant;5;68;65;73;77;92;80.667;100.333;0.317;;;-0.236835873
27;17;50;bee;4;59;56;40;42;58;46.667;97.333;0.367;;;0.243249818
27;18;69;flamingo;6;73;70;27;43;58;42.667;240.333;-0.021;;;0.098902186
27;19;52;crane;4;55;52;36;38;54;42.667;97.333;0.367;;;0.243249818
27;20;97;cricket;6;79;85;43;62;116;73.667;1.434.333;0.279;;;-1.125.070.317
27;21;71;ant;2;72;67;55;57;61;57.667;9.333;0.208;;;0.348845322
27;22;97;bee;6;78;85;85;105;120;103.333;308.333;-0.094;;;0.276319425
27;23;89;flamingo;3;78;80;84;94;104;94;100;0;;;0.125
27;24;93;crane;3;74;78;78;88;98;88;100;0;;;0.285714286
27;25;58;cricket;2;65;55;49;52;55;52;9;0;;;0.769230769
27;26;53;ant;6;50;53;42;55;63;53.333;112.333;-0.153;;;0.900090009
27;27;80;bee;3;71;64;76;86;96;86;100;0;;;-0.466666667
27;28;58;flamingo;4;52;53;53;69;71;64.333;97.333;-0.367;;;0.081083273
27;29;86;crane;2;73;79;85;87;91;87.667;9.333;0.208;;;0.409081612
27;30;70;cricket;3;50;55;51;61;71;61;100;0;;;0.454545455
27;31;60;ant;7;70;62;46;56;66;56;100;0;;;0.571428571
27;32;77;bee;7;66;76;72;75;91;79.333;104.333;0.348;;;0.75001875
27;33;93;flamingo;7;71;85;83;84;89;85.333;10.333;0.343;;;0.976766902
27;34;85;crane;7;70;65;59;63;66;62.667;12.333;-0.094;;;0.681849175
27;35;58;cricket;7;36;51;38;54;56;49.333;97.333;-0.367;;;1.125.028.126
27;36;93;ant;1;66;70;80;;;;;;;;0.285714286
27;37;78;bee;1;65;67;78;;;;;;;;0.153846154
27;38;59;flamingo;1;55;57;66;;;;;;;;0.181818182
27;39;74;crane;1;53;59;64;;;;;;;;0.545454545
27;40;69;cricket;1;50;53;60;;;;;;28;1;0.3
28;1;98;ant;6;49;60;40;77;118;78.333;1.522.333;0.034;;;0.375004261
28;2;77;bee;5;72;82;79;80;96;85;91;0.38;;;0.769230769
28;3;98;flamingo;5;67;70;74;75;92;80.333;102.333;0.381;;;0.225005625
28;4;85;crane;6;61;61;59;78;104;80.333;510.333;0.102;;;0
28;5;84;cricket;6;67;65;51;70;108;76.333;842.333;0.208;;;-0.214293368
28;6;60;ant;3;62;62;40;50;60;50;100;0;;;0
28;7;98;bee;6;67;67;22;101;106;76.333;2.220.333;-0.38;;;0
28;8;50;flamingo;6;56;56;34;50;70;51.333;325.333;0.074;;;0
28;9;62;crane;6;73;72;46;50;61;52.333;60.333;0.273;;;0.048386316
28;10;71;cricket;5;59;61;63;67;82;70.667;100.333;0.317;;;0.171423674
28;11;88;ant;4;61;66;62;78;80;73.333;97.333;-0.367;;;0.405416363
28;12;59;bee;2;55;57;62;67;69;66;13;-0.256;;;0.181818182
28;13;93;flamingo;2;73;80;84;89;90;87.667;10.333;-0.343;;;0.47726188
28;14;99;crane;5;78;83;87;89;105;93.667;97.333;0.367;;;0.319142146
28;15;58;cricket;4;47;47;48;64;66;59.333;97.333;-0.367;;;0
28;16;79;ant;5;64;68;71;72;89;77.333;102.333;0.381;;;0.3000075
28;17;50;bee;4;45;46;46;60;65;57;97;-0.276;;;0.083333333
28;18;69;flamingo;6;63;63;53;55;80;62.667;226.333;0.377;;;0
28;19;52;crane;4;48;47;49;65;67;60.333;97.333;-0.367;;;-0.081083273
28;20;97;cricket;6;77;77;34;66;103;67.667;1.192.333;0.048;;;0
28;21;71;ant;2;64;68;75;77;78;76.667;2.333;-0.208;;;0.315781164
28;22;97;bee;6;83;83;57;65;135;85.667;1.841.333;0.37;;;0
28;23;89;flamingo;3;84;86;89;99;109;99;100;0;;;0.133333333
28;24;93;crane;3;93;97;101;111;121;111;100;0;;;0.222222222
28;25;58;cricket;2;48;54;54;59;60;57.667;10.333;-0.343;;;0.620668253
28;26;53;ant;6;53;53;52;53;87;64;397;0.384;;;0
28;27;80;bee;3;72;73;76;86;96;86;100;0;;;0.071428571
28;28;58;flamingo;4;61;61;42;44;60;48.667;97.333;0.367;;;0
28;29;86;crane;2;81;85;94;97;102;97.667;16.333;0.16;;;0.2399952
28;30;70;cricket;3;64;65;67;77;87;77;100;0;;;0.076923077
28;31;93;ant;1;84;89;100;;;;;;;;0.3125
28;32;78;bee;1;72;75;85;;;;;;;;0.230769231
28;33;59;flamingo;1;57;59;68;;;;;;;;0.181818182
28;34;74;crane;1;73;75;88;;;;;;;;0.133333333
28;35;69;cricket;1;61;64;73;;;;;;;;0.25
28;36;60;ant;7;48;57;49;59;69;59;100;0;;;0.818181818
28;37;77;bee;7;50;57;54;55;72;60.333;102.333;0.381;;;0.677441208
28;38;93;flamingo;7;78;87;91;93;97;93.667;9.333;0.208;;;0.574455863
28;39;85;crane;7;70;65;59;63;66;62.667;12.333;-0.094;;;0.681849175
28;40;58;cricket;7;48;59;49;66;67;60.667;102.333;-0.381;41;1;0.8683982
29;1;60;ant;7;25;27;26;28;44;32.667;97.333;0.367;;;0.260858224
29;2;77;bee;7;56;62;61;62;79;67.333;102.333;0.381;;;0.529427336
29;3;93;flamingo;7;116;101;90;92;96;92.667;9.333;0.208;;;0.642866327
29;4;85;crane;7;59;91;77;101;108;95.333;264.333;-0.306;;;0.880742025
29;5;58;cricket;7;54;62;55;71;72;66;91;-0.38;;;0.666666667
29;6;98;ant;6;84;110;100;110;135;115;325;0.256;;;0.838709677
29;7;77;bee;5;80;70;53;69;71;64.333;97.333;-0.367;;;0.638284292
29;8;98;flamingo;5;90;100;101;103;120;108;109;0.369;;;0.555555556
29;9;85;crane;6;90;91;66;86;121;91;775;0.174;;;1
29;10;84;cricket;6;80;71;61;62;77;66.667;80.333;0.38;;;0.675016875
29;11;60;ant;3;70;61;46;56;66;56;100;0;;;0.642857143
29;12;98;bee;6;105;106;61;64;114;79.667;886.333;0.381;;;-0.039474204
29;13;50;flamingo;6;70;52;34;39;43;38.667;20.333;-0.074;;;0.574474197
29;14;62;crane;6;76;86;82;88;120;96.667;417.333;0.348;;;0.483863163
29;15;71;cricket;5;90;80;61;78;79;72.667;102.333;-0.381;;;0.576934172
29;16;88;ant;4;107;99;80;81;98;86.333;102.333;0.381;;;0.387090531
29;17;59;bee;2;83;67;64;65;70;66.333;10.333;0.343;;;0.9599808
29;18;93;flamingo;2;110;98;84;89;91;88;13;-0.256;;;0.545454545
29;19;99;crane;5;106;95;73;90;91;84.667;102.333;-0.381;;;0.515633057
29;20;58;cricket;4;70;61;49;50;67;55.333;102.333;0.381;;;0.613622418
29;21;79;ant;5;94;76;64;80;82;75.333;97.333;-0.367;;;0.964268495
29;22;50;bee;4;63;55;44;45;62;50.333;102.333;0.381;;;0.631562327
29;23;69;flamingo;6;99;91;68;80;81;76.333;52.333;-0.377;;;0.352935986
29;24;52;crane;4;86;76;64;65;82;70.333;102.333;0.381;;;0.638284292
29;25;97;cricket;6;121;106;34;50;89;57.667;800.333;0.251;;;0.236843352
29;26;71;ant;2;90;73;69;72;75;72;9;0;;;0.944444444
29;27;97;bee;6;81;92;92;93;99;94.667;14.333;0.355;;;0.804858418
29;28;89;flamingo;3;115;107;83;93;103;93;100;0;;;0.363636364
29;29;93;crane;3;99;87;69;78;89;78.667;100.333;0.066;;;0.590173609
29;30;58;cricket;2;87;72;67;70;72;69.667;6.333;-0.13;;;0.865401258
29;31;53;ant;6;61;60;52;55;64;57;39;0.287;;;0.25
29;32;80;bee;3;84;72;58;68;78;68;100;0;;;0.75
29;33;58;flamingo;4;87;74;63;65;81;69.667;97.333;0.367;;;0.750014423
29;34;86;crane;2;118;96;91;95;97;94.333;9.333;-0.208;;;0.929564372
29;35;70;cricket;3;98;85;69;79;89;79;100;0;;;0.684210526
29;36;93;ant;1;110;105;89;;;;;;;;0.238095238
29;37;78;bee;1;105;100;84;;;;;;;;0.238095238
29;38;59;flamingo;1;85;80;68;;;;;;;;0.294117647
29;39;74;crane;1;110;105;88;;;;;;;;0.227272727
29;40;69;cricket;1;90;84;72;;;;;;38;2;0.333333333
30;1;60;ant;7;49;52;50;60;70;60;100;0;;;0.272727273
30;2;77;bee;7;44;51;46;48;64;52.667;97.333;0.367;;;0.807661244
30;3;93;flamingo;7;59;72;68;70;74;70.667;9.333;0.208;;;1.114.253.878
30;4;85;crane;7;92;95;63;91;140;98;1519;0.174;;;0.5
30;5;58;cricket;7;71;64;50;52;69;57;109;0.369;;;0.5
30;6;93;ant;1;74;79;89;;;;;;;;0.333333333
30;7;78;bee;1;81;74;65;;;;;;;;0.4375
30;8;59;flamingo;1;59;61;70;;;;;;;;0.181818182
30;9;74;crane;1;101;86;80;;;;;;;;0.714285714
30;10;69;cricket;1;73;70;58;;;;;;;;0.2
30;11;98;ant;6;96;89;34;40;78;50.667;569.333;0.358;;;0.1544129
30;12;77;bee;5;85;82;57;72;75;68;93;-0.343;;;0.176470588
30;13;98;flamingo;5;101;98;68;83;87;79.333;100.333;-0.317;;;0.138459408
30;14;85;crane;6;87;90;62;76;103;80.333;434.333;0.199;;;-0.449977501
30;15;84;cricket;6;83;77;37;44;61;47.333;152.333;0.25;;;0.168222727
30;16;60;ant;3;69;63;45;55;65;55;100;0;;;0.428571429
30;17;98;bee;6;76;79;30;36;104;56.667;1.689.333;0.376;;;-0.155175089
30;18;50;flamingo;6;65;66;43;56;73;57.333;226.333;0.088;;;-0.130429112
30;19;62;crane;6;78;77;53;60;94;69;481;0.341;;;0.111111111
30;20;71;cricket;5;89;86;60;76;78;71.333;97.333;-0.367;;;0.169808117
30;21;88;ant;4;92;89;66;68;84;72.667;97.333;0.367;;;0.155175089
30;22;59;bee;2;63;61;47;51;53;50.333;9.333;-0.208;;;0.157890582
30;23;93;flamingo;2;95;94;73;75;80;76;13;0.256;;;0.052631579
30;24;99;crane;5;97;103;110;111;128;116.333;102.333;0.381;;;0.310350178
30;25;58;cricket;4;62;61;43;45;61;49.667;97.333;0.367;;;0.081083273
30;26;79;ant;5;76;77;81;82;99;87.333;102.333;0.381;;;0.088237889
30;27;50;bee;4;63;59;44;45;62;50.333;102.333;0.381;;;0.315781164
30;28;69;flamingo;6;76;77;68;82;115;88.333;582.333;0.244;;;0.081083273
30;29;52;crane;4;78;76;55;57;73;61.667;97.333;0.367;;;0.122451479
30;30;97;cricket;6;93;95;64;99;104;89;475;-0.362;;;-0.5
30;31;71;ant;2;71;75;82;88;89;86.333;14.333;-0.355;;;0.260875236
30;32;97;bee;6;75;73;24;64;76;54.667;741.333;-0.303;;;0.098362268
30;33;89;flamingo;3;75;82;80;90;100;90;100;0;;;0.466666667
30;34;93;crane;3;107;105;76;85;96;85.667;100.333;0.066;;;0.093751465
30;35;58;cricket;2;81;73;62;65;67;64.667;6.333;-0.13;;;0.489805914
30;36;53;ant;6;62;57;26;35;42;34.333;64.333;-0.083;;;0.180720714
30;37;80;bee;3;75;78;79;89;99;89;100;0;;;0.214285714
30;38;58;flamingo;4;78;75;56;58;74;62.667;97.333;0.367;;;0.195656427
30;39;86;crane;2;95;91;73;76;79;76;9;0;;;0.210526316
30;40;70;cricket;3;76;74;51;61;71;61;100;0;32;1;0.133333333
31;1;93;ant;1;52;56;62;0;0;0;0;0;;;0.4
31;2;78;bee;1;46;50;55;;;;;;;;0.444444444
31;3;59;flamingo;1;40;44;48;;;;;;;;0.5
31;4;74;crane;1;38;42;46;;;;;;;;0.5
31;5;69;cricket;1;31;33;38;;;;;;;;0.285714286
31;6;98;ant;6;45;50;32;66;116;71.333;1.785.333;0.124;;;0.189875821
31;7;77;bee;5;29;30;30;31;48;36.333;102.333;0.381;;;0.136369835
31;8;98;flamingo;5;45;46;48;49;66;54.333;102.333;0.381;;;0.107146684
31;9;85;crane;6;34;38;80;81;121;94;547;0.384;;;0.066666667
31;10;84;cricket;6;50;52;76;85;101;87.333;160.333;0.178;;;0.053571907
31;11;60;ant;3;22;23;23;25;41;29.667;97.333;0.367;;;0.130429112
31;12;98;bee;6;42;40;26;73;83;60.667;926.333;-0.339;;;-0.107140944
31;13;50;flamingo;6;26;27;31;49;73;51;444;0.094;;;0.04
31;14;62;crane;6;32;33;48;51;67;55.333;104.333;0.348;;;0.042857755
31;15;71;cricket;5;50;52;54;55;72;60.333;102.333;0.381;;;0.193554631
31;16;88;ant;4;60;58;61;76;80;72.333;100.333;-0.317;;;-0.162166545
31;17;59;bee;2;36;37;41;42;47;43.333;10.333;0.343;;;0.136369835
31;18;93;flamingo;2;57;60;65;69;71;68.333;9.333;-0.208;;;0.264713668
31;19;99;crane;5;70;72;78;79;96;84.333;102.333;0.381;;;0.139538129
31;20;58;cricket;4;35;35;36;52;54;47.333;97.333;-0.367;;;0
31;21;79;ant;5;61;63;67;68;85;73.333;102.333;0.381;;;0.162166545
31;22;50;bee;4;37;33;38;53;57;49.333;100.333;-0.317;;;-0.32433309
31;23;69;flamingo;6;52;53;51;57;82;63.333;270.333;0.328;;;0.088237889
31;24;52;crane;4;40;39;41;57;59;52.333;97.333;-0.367;;;-0.081083273
31;25;97;cricket;6;58;60;80;112;113;101.667;352.333;-0.384;;;0.045801177
31;26;71;ant;2;41;42;47;48;53;49.333;10.333;0.343;;;0.1200048
31;27;97;bee;6;55;57;24;70;97;63.667;1.362.333;-0.167;;;0.230760355
31;28;89;flamingo;3;52;48;54;64;74;64;100;0;;;-0.333333333
31;29;93;crane;3;46;45;51;53;69;57.667;97.333;0.367;;;-0.085711837
31;30;58;cricket;2;35;34;39;42;45;42;9;0;;;-0.142857143
31;31;53;ant;6;38;36;26;32;87;48.333;1.130.333;0.371;;;-0.193554631
31;32;80;bee;3;33;32;35;39;54;42.667;100.333;0.317;;;-0.103444709
31;33;58;flamingo;4;38;37;40;56;58;51.333;97.333;-0.367;;;-0.075001875
31;34;86;crane;2;48;48;55;59;62;58.667;12.333;-0.094;;;0
31;35;70;cricket;3;40;38;43;45;61;49.667;97.333;0.367;;;-0.206889418
31;36;60;ant;7;75;59;50;60;70;60;100;0;;;1.066.666.667
31;37;77;bee;7;64;68;71;72;89;77.333;102.333;0.381;;;0.3000075
31;38;93;flamingo;7;84;91;97;102;103;100.667;10.333;-0.343;;;0.4199916
31;39;85;crane;7;100;90;63;86;104;84.333;422.333;-0.081;;;0.638284292
31;40;58;cricket;7;71;60;50;52;69;57;109;0.369;56;2;0.785714286
33;1;98;ant;6;58;58;23;46;60;43;349;-0.156;;;0
33;2;77;bee;5;41;42;42;45;61;49.333;104.333;0.348;;;0.1200048
33;3;98;flamingo;5;79;81;87;91;106;94.667;100.333;0.317;;;0.127656858
33;4;85;crane;6;87;87;62;76;103;80.333;434.333;0.199;;;0
33;5;84;cricket;6;40;48;58;65;77;66.667;92.333;0.168;;;0.29999625
33;6;60;ant;3;49;48;50;60;70;60;100;0;;;-0.090909091
33;7;98;bee;6;66;66;61;84;100;81.667;384.333;-0.117;;;0
33;8;50;flamingo;6;39;39;23;33;42;32.667;90.333;-0.035;;;0
33;9;62;crane;6;22;56;16;64;74;51.333;961.333;-0.34;;;1.159.104.081
33;10;71;cricket;5;40;41;41;43;59;47.667;97.333;0.367;;;0.130429112
33;11;88;ant;4;47;48;48;65;66;59.667;102.333;-0.381;;;0.078945291
33;12;59;bee;2;67;66;50;55;56;53.667;10.333;-0.343;;;0.075001875
33;13;93;flamingo;2;76;80;89;91;94;91.333;6.333;0.13;;;0.260875236
33;14;99;crane;5;80;83;90;91;108;96.333;102.333;0.381;;;0.183677218
33;15;58;cricket;4;48;47;49;66;67;60.667;102.333;-0.381;;;-0.078945291
33;16;79;ant;5;47;48;50;51;68;56.333;102.333;0.381;;;0.107146684
33;17;50;bee;4;37;37;38;53;57;49.333;100.333;-0.317;;;0
33;18;69;flamingo;6;60;60;33;59;64;52;277;-0.346;;;0
33;19;52;crane;4;44;45;45;61;63;56.333;97.333;-0.367;;;0.081083273
33;20;97;cricket;6;64;68;20;97;98;71.667;2.002.333;-0.385;;;0.521716447
33;21;71;ant;2;57;60;65;69;71;68.333;9.333;-0.208;;;0.264713668
33;22;97;bee;6;56;63;83;93;100;92;73;-0.115;;;0.194444444
33;23;89;flamingo;3;73;75;78;88;98;88;100;0;;;0.133333333
33;24;93;crane;3;75;77;81;91;101;91;100;0;;;0.125
33;25;58;cricket;2;37;36;42;43;48;44.333;10.333;0.343;;;-0.136369835
33;26;53;ant;6;31;30;32;34;60;42;244;0.378;;;-0.090909091
33;27;80;bee;3;42;43;47;48;65;53.333;102.333;0.381;;;0.088237889
33;28;58;flamingo;4;39;39;40;56;58;51.333;97.333;-0.367;;;0
33;29;86;crane;2;59;60;67;72;73;70.667;10.333;-0.343;;;0.085711837
33;30;70;cricket;3;35;36;36;38;54;42.667;97.333;0.367;;;0.130429112
33;31;60;ant;7;70;58;46;56;66;56;100;0;;;0.857142857
33;32;77;bee;7;120;78;85;96;105;95.333;100.333;-0.066;;;1.702.679.694
33;33;93;flamingo;7;130;88;100;105;106;103.667;10.333;-0.343;;;1.594.956.898
33;34;85;crane;7;85;78;56;115;121;97.333;1.290.333;-0.373;;;-0.567582908
33;35;58;cricket;7;64;57;43;45;61;49.667;97.333;0.367;;;0.488383451
33;36;93;ant;1;48;51;57;;;;;;;;0.333333333
33;37;78;bee;1;58;59;70;;;;;;;;0.083333333
33;38;59;flamingo;1;65;59;52;;;;;;;;0.461538462
33;39;74;crane;1;81;77;65;;;;;;;;0.25
33;40;69;cricket;1;60;61;72;;;;;;30;1;0.083333333
35;1;60;ant;7;71;67;47;57;67;57;100;0;;;0.285714286
35;2;77;bee;7;65;72;71;72;89;77.333;102.333;0.381;;;0.567582908
35;3;93;flamingo;7;73;89;84;89;90;87.667;10.333;-0.343;;;1.090.884.298
35;4;85;crane;7;41;67;52;67;68;62.333;80.333;-0.38;;;1.218.769.043
35;5;58;cricket;7;39;40;40;56;58;51.333;97.333;-0.367;;;0.081083273
35;6;98;ant;6;89;89;32;42;46;40;52;-0.256;;;0
35;7;77;bee;5;80;78;53;69;71;64.333;97.333;-0.367;;;0.127656858
35;8;98;flamingo;5;90;110;101;103;120;108;109;0.369;;;1.111.111.111
35;9;85;crane;6;92;97;63;91;140;98;1519;0.174;;;0.833333333
35;10;84;cricket;6;79;76;40;59;72;57;259;-0.122;;;0.136363636
35;11;60;ant;3;87;85;60;70;80;70;100;0;;;0.117647059
35;12;98;bee;6;79;80;40;74;120;78;1612;0.099;;;-1
35;13;50;flamingo;6;67;63;23;34;65;40.667;474.333;0.277;;;0.151900657
35;14;62;crane;6;60;64;62;74;85;73.667;132.333;-0.029;;;0.292675788
35;15;71;cricket;5;86;83;58;74;76;69.333;97.333;-0.367;;;0.1799964
35;16;88;ant;4;85;95;90;107;108;101.667;102.333;-0.381;;;0.599988
35;17;59;bee;2;75;76;57;59;64;60;13;0.256;;;-0.066666667
35;18;93;flamingo;2;90;95;105;106;113;108;19;0.362;;;0.277777778
35;19;99;crane;5;85;88;96;97;114;102.333;102.333;0.381;;;0.173080252
35;20;58;cricket;4;77;76;54;56;72;60.667;97.333;0.367;;;0.061225739
35;21;79;ant;5;73;77;81;82;99;87.333;102.333;0.381;;;0.279076258
35;22;50;bee;4;79;77;57;58;75;63.333;102.333;0.381;;;0.127656858
35;23;69;flamingo;6;63;64;53;55;80;62.667;226.333;0.377;;;-3.003.003.003
35;24;52;crane;4;75;77;54;55;72;60.333;102.333;0.381;;;-0.136360537
35;25;97;cricket;6;82;79;59;64;65;62.667;10.333;-0.343;;;0.155175089
35;26;71;ant;2;80;78;61;64;67;64;9;0;;;0.125
35;27;97;bee;6;77;73;58;65;99;74;481;0.341;;;1.333.333.333
35;28;89;flamingo;3;78;82;84;94;104;94;100;0;;;0.25
35;29;93;crane;3;84;97;91;101;111;101;100;0;;;0.764705882
35;30;58;cricket;2;74;72;57;58;63;59.333;10.333;0.343;;;0.136360537
35;31;53;ant;6;66;64;40;46;65;50.333;170.333;0.295;;;0.127656858
35;32;80;bee;3;63;68;66;76;86;76;100;0;;;0.384615385
35;33;58;flamingo;4;56;60;58;74;75;69;91;-0.38;;;0.307692308
35;34;86;crane;2;68;75;79;80;85;81.333;10.333;0.343;;;0.525013125
35;35;70;cricket;3;78;74;52;62;72;62;100;0;;;0.25
35;36;93;ant;1;97;89;78;;;;;;;;0.421052632
35;37;78;bee;1;74;81;88;;;;;;;;0.5
35;38;59;flamingo;1;59;54;48;;;;;;;;0.454545455
35;39;74;crane;1;62;66;74;;;;;;;;0.333333333
35;40;69;cricket;1;75;72;60;;;;;;53;2;0.2
36;1;60;ant;7;40;43;41;45;60;48.667;100.333;0.317;;;0.346140533
36;2;77;bee;7;48;56;51;53;69;57.667;97.333;0.367;;;0.82755767
36;3;93;flamingo;7;94;81;73;75;78;75.333;6.333;0.13;;;0.696416135
36;4;85;crane;7;78;86;64;65;115;81.333;850.333;0.384;;;2.400.240.024
36;5;58;cricket;7;48;57;49;66;67;60.667;102.333;-0.381;;;0.710507618
36;6;93;ant;1;62;67;74;;;;;;;;0.416666667
36;7;78;bee;1;51;53;62;;;;;;;;0.181818182
36;8;59;flamingo;1;44;47;52;;;;;;;;0.375
36;9;74;crane;1;40;43;48;;;;;;;;0.375
36;10;69;cricket;1;35;37;42;;;;;;;;0.285714286
36;11;98;ant;6;54;75;41;77;116;78;1407;0.027;;;0.875
36;12;77;bee;5;44;53;46;48;64;52.667;97.333;0.367;;;1.038.421.599
36;13;98;flamingo;5;67;80;74;75;92;80.333;102.333;0.381;;;0.975024376
36;14;85;crane;6;57;66;66;91;106;87.667;408.333;-0.16;;;0.293475071
36;15;84;cricket;6;50;56;76;85;101;87.333;160.333;0.178;;;0.160715721
36;16;60;ant;3;36;37;37;38;55;43.333;102.333;0.381;;;0.136369835
36;17;98;bee;6;48;48;30;36;88;51.333;1.017.333;0.37;;;0
36;18;50;flamingo;6;32;34;25;39;59;41;292;0.115;;;0.222222222
36;19;62;crane;6;44;50;25;65;71;53.667;625.333;-0.36;;;0.620668253
36;20;71;cricket;5;40;42;41;43;59;47.667;97.333;0.367;;;0.260858224
36;21;88;ant;4;57;58;58;75;76;69.667;102.333;-0.381;;;0.078945291
36;22;59;bee;2;36;38;41;42;47;43.333;10.333;0.343;;;0.27273967
36;23;93;flamingo;2;59;63;68;70;74;70.667;9.333;0.208;;;0.342847347
36;24;99;crane;5;43;46;47;48;65;53.333;102.333;0.381;;;0.290331946
36;25;58;cricket;4;33;37;34;50;52;45.333;97.333;-0.367;;;0.32433309
36;26;79;ant;5;39;41;40;41;58;46.333;102.333;0.381;;;0.27273967
36;27;50;bee;4;27;28;29;45;47;40.333;97.333;-0.367;;;0.075001875
36;28;69;flamingo;6;37;36;24;39;90;51;1197;0.305;;;-0.071428571
36;29;52;crane;4;37;42;38;54;56;49.333;97.333;-0.367;;;0.405416363
36;30;97;cricket;6;73;76;47;67;91;68.333;485.333;0.06;;;-0.642811228
36;31;71;ant;2;49;54;55;60;61;58.667;10.333;-0.343;;;0.517223544
36;32;97;bee;6;48;63;66;68;95;76.333;262.333;0.378;;;0.529417993
36;33;89;flamingo;3;67;75;70;80;90;80;100;0;;;0.615384615
36;34;93;crane;3;67;74;70;81;90;80.333;100.333;-0.066;;;0.525013125
36;35;58;cricket;2;57;61;65;70;71;68.667;10.333;-0.343;;;0.342847347
36;36;53;ant;6;34;34;26;33;38;32.333;36.333;-0.109;;;0
